ep01,ep04,pi02,pv01,lm01,lm02,hs01,hs04,hs06,hs07,sex,age,iscd975,work,inc,miscd975,fiscd975,gkpol,hhinc,mstat,gd02,fe13,fe14,fe15,fe16,fe17,mc04,im18,xt10
,,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 4 TAGEN,180.0,WENIGER GUT,FAST NIE,OFT,MANCHMAL,FRAU,60.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,,,,20.000 - 49.999 EINW,,VERHEIRAT.ZUSAM.LEB.,22,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,NEIN,STIMME GAR NICHT ZU,50.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN ALLEN 7 TAGEN,310.0,GUT,MANCHMAL,OFT,OFT,MANN,67.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,1438,LOWER SECONDARY,LOWER SECONDARY,5.000  - 19.999 EINW,2375,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,DRITTE STELLE,ZWEITE STELLE,VIERTE STELLE,AM WICHTIGSTEN,,STIMME VOLL ZU,45.0
,,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 4 TAGEN,180.0,SEHR GUT,MANCHMAL,OFT,OFT,FRAU,36.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",2125,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,6750,VERHEIRAT.ZUSAM.LEB.,3,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,JA,STIMME EHER NICHT ZU,120.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN ALLEN 7 TAGEN,135.0,GUT,FAST NIE,OFT,MANCHMAL,FRAU,77.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1438,UPPER SECONDARY,TERTIARY EDUCATION,100.000 - 499.999 E.,3250,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,110.0
GUT,GLEICHBLEIBEND,,DIE GRUENEN,AN ALLEN 7 TAGEN,150.0,GUT,NIE,OFT,OFT,MANN,81.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,2125,LOWER SECONDARY,LOWER SECONDARY,BIS 1.999 EINWOHNER,2125,VERWITWET,,DRITTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,,STIMME VOLL ZU,147.0
GUT,ETWAS BESSER,SOZ.LEIST.KUERZEN,CDU-CSU,AN ALLEN 7 TAGEN,120.0,GUT,,,,MANN,55.0,POST SECONDARY,"VOLLZEIT, GANZTAGS",2950,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,,VERHEIRAT.ZUSAM.LEB.,24,,,,,,NEIN,STIMME EHER NICHT ZU,125.0
TEILS TEILS,ETWAS BESSER,SOZ.LEIST.KUERZEN,CDU-CSU,AN 6 TAGEN,150.0,ZUFRIEDENSTELLEND,,,,MANN,62.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1625,,,BIS 1.999 EINWOHNER,1625,VERHEIRAT.ZUSAM.LEB.,25,,,,,,NEIN,STIMME GAR NICHT ZU,75.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN 5 TAGEN,60.0,GUT,,,,MANN,47.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",4750,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,4750,LEDIG,47,,,,,,JA,STIMME EHER NICHT ZU,85.0
TEILS TEILS,WESENTLICH BESSER,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN 6 TAGEN,120.0,GUT,OFT,MANCHMAL,MANCHMAL,MANN,56.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",4250,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,8750,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,71.0
,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,SPD,AN 5 TAGEN,180.0,ZUFRIEDENSTELLEND,,,,MANN,54.0,LOWER SECONDARY,"VOLLZEIT, GANZTAGS",,,,50.000 - 99.999 EINW,,VERHEIRAT.ZUSAM.LEB.,31,,,,,,,STIMME GAR NICHT ZU,
GUT,ETWAS BESSER,,DIE GRUENEN,AN 5 TAGEN,180.0,SEHR GUT,MANCHMAL,OFT,MANCHMAL,MANN,46.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3700,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,7500,LEDIG,,,,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME GAR NICHT ZU,38.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,360.0,GUT,,,,FRAU,77.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,450,TERTIARY EDUCATION,POST SECONDARY,500.000 UND MEHR E.,1875,VERHEIRAT.ZUSAM.LEB.,77,,,,,,JA,STIMME VOLL ZU,90.0
GUT,GLEICHBLEIBEND,,DIE GRUENEN,AN 2 TAGEN,120.0,SEHR GUT,,,,FRAU,24.0,TERTIARY EDUCATION,NEBENHER BERUFSTAE.,550,TERTIARY EDUCATION,TERTIARY EDUCATION,50.000 - 99.999 EINW,,LEDIG,4,,,,,,NEIN,STIMME EHER ZU,27.0
,,SOZ.LEIST.WIE BISHER,FDP,AN ALLEN 7 TAGEN,130.0,SEHR GUT,MANCHMAL,OFT,OFT,FRAU,59.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",2125,TERTIARY EDUCATION,UPPER SECONDARY,BIS 1.999 EINWOHNER,3250,VERHEIRAT.ZUSAM.LEB.,30,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER ZU,85.0
,,SOZ.LEIST.WIE BISHER,SPD,AN ALLEN 7 TAGEN,60.0,GUT,OFT,MANCHMAL,OFT,FRAU,45.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1875,UPPER SECONDARY,UPPER SECONDARY,BIS 1.999 EINWOHNER,3750,VERHEIRAT.ZUSAM.LEB.,8,ZWEITE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,DRITTE STELLE,,STIMME VOLL ZU,54.0
TEILS TEILS,ETWAS BESSER,,CDU-CSU,AN ALLEN 7 TAGEN,180.0,ZUFRIEDENSTELLEND,MANCHMAL,MANCHMAL,FAST NIE,FRAU,61.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",1875,,,5.000  - 19.999 EINW,2125,VERHEIRAT.ZUSAM.LEB.,,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME GAR NICHT ZU,60.0
,,SOZ.LEIST.AUSWEITEN,ANDERE PARTEI,AN 2 TAGEN,60.0,SEHR GUT,FAST NIE,OFT,OFT,MANN,29.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",2625,UPPER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,4750,LEDIG,2,VIERTE STELLE,FUENFTE STELLE,ZWEITE STELLE,DRITTE STELLE,AM WICHTIGSTEN,JA,STIMME EHER ZU,660.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,360.0,ZUFRIEDENSTELLEND,NIE,OFT,MANCHMAL,MANN,69.0,LOWER SECONDARY,NEBENHER BERUFSTAE.,1313,UPPER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,1313,GESCHIEDEN,,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,DRITTE STELLE,VIERTE STELLE,,STIMME EHER NICHT ZU,85.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,ANDERE PARTEI,SELTENER,90.0,ZUFRIEDENSTELLEND,OFT,MANCHMAL,NIE,FRAU,25.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2200,TERTIARY EDUCATION,TERTIARY EDUCATION,100.000 - 499.999 E.,4300,LEDIG,,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,60.0
SCHLECHT,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,CDU-CSU,AN ALLEN 7 TAGEN,420.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,OFT,MANN,61.0,BASIC EDUCATION,NICHT ERWERBSTAETIG,1063,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,1063,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,ZWEITE STELLE,DRITTE STELLE,AM WICHTIGSTEN,,,210.0
GUT,ETWAS SCHLECHTER,,DIE GRUENEN,AN 6 TAGEN,120.0,WENIGER GUT,FAST NIE,OFT,MANCHMAL,FRAU,28.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2300,BASIC EDUCATION,,5.000  - 19.999 EINW,2300,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME VOLL ZU,24.0
TEILS TEILS,ETWAS SCHLECHTER,SOZ.LEIST.AUSWEITEN,,AN ALLEN 7 TAGEN,240.0,ZUFRIEDENSTELLEND,,,,MANN,84.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1438,UPPER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,2875,VERHEIRAT.ZUSAM.LEB.,84,,,,,,NEIN,STIMME EHER NICHT ZU,90.0
,,SOZ.LEIST.WIE BISHER,DIE LINKE,AN ALLEN 7 TAGEN,240.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,MANCHMAL,FRAU,80.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,1063,LOWER SECONDARY,UPPER SECONDARY,,2375,VERHEIRAT.ZUSAM.LEB.,80,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER ZU,93.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,960.0,ZUFRIEDENSTELLEND,NIE,OFT,OFT,MANN,80.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,1625,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,2625,VERHEIRAT.ZUSAM.LEB.,,AM WICHTIGSTEN,,ZWEITE STELLE,,DRITTE STELLE,,STIMME GAR NICHT ZU,60.0
SCHLECHT,ETWAS SCHLECHTER,SOZ.LEIST.AUSWEITEN,,AN ALLEN 7 TAGEN,120.0,ZUFRIEDENSTELLEND,,,,MANN,58.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1625,,,50.000 - 99.999 EINW,,VERHEIRAT.ZUSAM.LEB.,,,,,,,,STIMME EHER ZU,60.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN EINEM TAG,90.0,GUT,,,,FRAU,52.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2125,TERTIARY EDUCATION,TERTIARY EDUCATION,50.000 - 99.999 EINW,2125,GESCHIEDEN,3,,,,,,NEIN,STIMME EHER NICHT ZU,50.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.KUERZEN,WUERDE NICHT WAEHLEN,AN ALLEN 7 TAGEN,30.0,ZUFRIEDENSTELLEND,OFT,FAST NIE,FAST NIE,MANN,40.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1500,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,ZWEITE STELLE,DRITTE STELLE,,STIMME VOLL ZU,81.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,165.0,ZUFRIEDENSTELLEND,OFT,MANCHMAL,MANCHMAL,FRAU,65.0,LOWER SECONDARY,"TEILZEIT, HALBTAGS",450,,,5.000  - 19.999 EINW,,VERHEIRAT.ZUSAM.LEB.,,FUENFTE STELLE,VIERTE STELLE,ZWEITE STELLE,DRITTE STELLE,AM WICHTIGSTEN,,STIMME EHER NICHT ZU,108.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,,AN 4 TAGEN,90.0,GUT,,,,FRAU,52.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",1438,LOWER SECONDARY,BASIC EDUCATION,50.000 - 99.999 EINW,4750,VERHEIRAT.ZUSAM.LEB.,8,,,,,,JA,STIMME EHER ZU,8725.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN ALLEN 7 TAGEN,120.0,SEHR GUT,,,,FRAU,60.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3000,TERTIARY EDUCATION,TERTIARY EDUCATION,100.000 - 499.999 E.,6000,VERHEIRAT.ZUSAM.LEB.,57,,,,,,NEIN,STIMME VOLL ZU,22.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,DIE LINKE,AN ALLEN 7 TAGEN,150.0,ZUFRIEDENSTELLEND,FAST NIE,MANCHMAL,FAST NIE,MANN,51.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",2100,TERTIARY EDUCATION,,20.000 - 49.999 EINW,2100,LEDIG,,,,AM WICHTIGSTEN,,ZWEITE STELLE,,STIMME EHER ZU,51.0
SCHLECHT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,SPD,AN ALLEN 7 TAGEN,180.0,GUT,,,,FRAU,59.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",1188,UPPER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,4250,VERHEIRAT.ZUSAM.LEB.,38,,,,,,JA,STIMME VOLL ZU,120.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,,AN ALLEN 7 TAGEN,90.0,SEHR GUT,,,,MANN,42.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3250,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,4750,VERHEIRAT.ZUSAM.LEB.,42,,,,,,JA,STIMME EHER NICHT ZU,6.0
,,SOZ.LEIST.AUSWEITEN,SPD,AN 5 TAGEN,180.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,MANCHMAL,FRAU,63.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",1625,UPPER SECONDARY,UPPER SECONDARY,BIS 1.999 EINWOHNER,3750,GESCHIEDEN,17,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER NICHT ZU,45.0
,,SOZ.LEIST.AUSWEITEN,DIE LINKE,AN 2 TAGEN,180.0,SEHR GUT,OFT,FAST NIE,FAST NIE,FRAU,19.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,KEIN EINKOMMEN,LOWER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,1200,LEDIG,19,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,JA,STIMME EHER ZU,43.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,SELTENER,60.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,MANCHMAL,FRAU,26.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1313,UPPER SECONDARY,UPPER SECONDARY,50.000 - 99.999 EINW,2875,LEDIG,,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,30.0
,,SOZ.LEIST.AUSWEITEN,WUERDE NICHT WAEHLEN,AN ALLEN 7 TAGEN,90.0,SCHLECHT,NIE,NIE,NIE,MANN,57.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,675,,,50.000 - 99.999 EINW,1875,GESCHIEDEN,30,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,DRITTE STELLE,NEIN,STIMME VOLL ZU,45.0
TEILS TEILS,,SOZ.LEIST.AUSWEITEN,,AN ALLEN 7 TAGEN,300.0,ZUFRIEDENSTELLEND,OFT,FAST NIE,MANCHMAL,FRAU,53.0,UPPER SECONDARY,"TEILZEIT, HALBTAGS",1063,,,500.000 UND MEHR E.,2625,LEDIG,,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,DRITTE STELLE,,STIMME EHER ZU,5850.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN 6 TAGEN,120.0,GUT,MANCHMAL,OFT,OFT,FRAU,66.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,2125,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,8750,VERWITWET,,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,60.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,FDP,AN ALLEN 7 TAGEN,150.0,GUT,NIE,MANCHMAL,MANCHMAL,MANN,53.0,LOWER SECONDARY,"VOLLZEIT, GANZTAGS",2375,LOWER SECONDARY,LOWER SECONDARY,100.000 - 499.999 E.,2375,LEDIG,,DRITTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME GAR NICHT ZU,40.0
,,SOZ.LEIST.WIE BISHER,,AN 6 TAGEN,600.0,ZUFRIEDENSTELLEND,MANCHMAL,MANCHMAL,MANCHMAL,MANN,54.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",1875,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,2375,VERHEIRAT.ZUSAM.LEB.,,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,DRITTE STELLE,JA,STIMME VOLL ZU,4740.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,SPD,AN 6 TAGEN,150.0,GUT,,,,FRAU,76.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1625,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,38,,,,,,JA,STIMME EHER ZU,175.0
,,SOZ.LEIST.AUSWEITEN,,SELTENER,30.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,OFT,MANN,30.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",3750,,,500.000 UND MEHR E.,3750,LEDIG,30,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,JA,STIMME EHER ZU,34.0
GUT,GLEICHBLEIBEND,,,AN 3 TAGEN,180.0,GUT,,,,MANN,28.0,UPPER SECONDARY,"VOLLZEIT, GANZTAGS",3250,UPPER SECONDARY,TERTIARY EDUCATION,5.000  - 19.999 EINW,4250,VERHEIRAT.ZUSAM.LEB.,4,,,,,,JA,STIMME EHER ZU,70.0
SCHLECHT,ETWAS SCHLECHTER,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,NIE,,ZUFRIEDENSTELLEND,FAST NIE,OFT,OFT,FRAU,61.0,POST SECONDARY,"TEILZEIT, HALBTAGS",938,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,938,VERHEIRAT.ZUSAM.LEB.,,VIERTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,,STIMME VOLL ZU,45.0
TEILS TEILS,ETWAS SCHLECHTER,,,AN ALLEN 7 TAGEN,120.0,ZUFRIEDENSTELLEND,,,,FRAU,81.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,,,,100.000 - 499.999 E.,,VERHEIRAT.ZUSAM.LEB.,52,,,,,,NEIN,STIMME EHER NICHT ZU,90.0
GUT,ETWAS SCHLECHTER,,CDU-CSU,AN 6 TAGEN,600.0,GUT,,,,FRAU,71.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,1313,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,3250,VERHEIRAT.ZUSAM.LEB.,38,,,,,,NEIN,STIMME GAR NICHT ZU,85.0
,,SOZ.LEIST.WIE BISHER,FDP,AN 5 TAGEN,120.0,ZUFRIEDENSTELLEND,FAST NIE,MANCHMAL,FAST NIE,MANN,65.0,UPPER SECONDARY,NEBENHER BERUFSTAE.,1625,BASIC EDUCATION,UPPER SECONDARY,2.000  -  4.999 EINW,2125,VERHEIRAT.ZUSAM.LEB.,38,VIERTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,NEIN,STIMME EHER ZU,120.0
TEILS TEILS,ETWAS BESSER,SOZ.LEIST.WIE BISHER,CDU-CSU,AN 6 TAGEN,220.0,WENIGER GUT,OFT,FAST NIE,FAST NIE,MANN,61.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3750,LOWER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,3750,VERHEIRAT.ZUSAM.LEB.,,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,VIERTE STELLE,DRITTE STELLE,,,150.0
,,SOZ.LEIST.WIE BISHER,CDU-CSU,AN ALLEN 7 TAGEN,180.0,ZUFRIEDENSTELLEND,MANCHMAL,FAST NIE,FAST NIE,MANN,79.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,2875,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,2875,VERWITWET,79,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,NEIN,STIMME GAR NICHT ZU,120.0
,,,SPD,AN 3 TAGEN,90.0,ZUFRIEDENSTELLEND,MANCHMAL,OFT,MANCHMAL,FRAU,50.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2125,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,,LEDIG,16,FUENFTE STELLE,DRITTE STELLE,ZWEITE STELLE,VIERTE STELLE,AM WICHTIGSTEN,NEIN,STIMME EHER ZU,150.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,SPD,AN ALLEN 7 TAGEN,330.0,ZUFRIEDENSTELLEND,FAST NIE,FAST NIE,FAST NIE,MANN,69.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,5500,UPPER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,5500,VERWITWET,,FUENFTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,VIERTE STELLE,ZWEITE STELLE,,STIMME EHER NICHT ZU,50.0
TEILS TEILS,GLEICHBLEIBEND,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN 3 TAGEN,120.0,GUT,,,,MANN,51.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2125,UPPER SECONDARY,UPPER SECONDARY,100.000 - 499.999 E.,3750,VERHEIRAT.ZUSAM.LEB.,27,,,,,,JA,STIMME VOLL ZU,11900.0
GUT,GLEICHBLEIBEND,SOZ.LEIST.WIE BISHER,SPD,AN ALLEN 7 TAGEN,110.0,GUT,,,,MANN,84.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,2625,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,3250,VERHEIRAT.ZUSAM.LEB.,50,,,,,,NEIN,STIMME EHER ZU,110.0
TEILS TEILS,WESENTLICH BESSER,SOZ.LEIST.AUSWEITEN,WUERDE NICHT WAEHLEN,AN ALLEN 7 TAGEN,150.0,GUT,OFT,MANCHMAL,OFT,MANN,55.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",,,,BIS 1.999 EINWOHNER,,GESCHIEDEN,,VIERTE STELLE,FUENFTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,,STIMME EHER ZU,55.0
GUT,ETWAS BESSER,SOZ.LEIST.AUSWEITEN,DIE GRUENEN,AN 3 TAGEN,110.0,GUT,,,,FRAU,60.0,TERTIARY EDUCATION,"TEILZEIT, HALBTAGS",2000,UPPER SECONDARY,TERTIARY EDUCATION,500.000 UND MEHR E.,,VERHEIRAT.ZUSAM.LEB.,15,,,,,,NEIN,STIMME EHER ZU,45.0
,,,,AN ALLEN 7 TAGEN,120.0,GUT,OFT,MANCHMAL,MANCHMAL,MANN,47.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",2625,TERTIARY EDUCATION,TERTIARY EDUCATION,500.000 UND MEHR E.,,LEDIG,,VIERTE STELLE,DRITTE STELLE,AM WICHTIGSTEN,FUENFTE STELLE,ZWEITE STELLE,NEIN,STIMME VOLL ZU,37.0
,,SOZ.LEIST.KUERZEN,FDP,AN 4 TAGEN,90.0,SEHR GUT,OFT,MANCHMAL,OFT,MANN,34.0,TERTIARY EDUCATION,"VOLLZEIT, GANZTAGS",3962,UPPER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,4500,VERHEIRAT.ZUSAM.LEB.,5,FUENFTE STELLE,VIERTE STELLE,AM WICHTIGSTEN,DRITTE STELLE,ZWEITE STELLE,JA,STIMME GAR NICHT ZU,49.0
,,,,SELTENER,180.0,WENIGER GUT,OFT,MANCHMAL,MANCHMAL,FRAU,59.0,LOWER SECONDARY,"TEILZEIT, HALBTAGS",938,LOWER SECONDARY,UPPER SECONDARY,5.000  - 19.999 EINW,2875,VERHEIRAT.ZUSAM.LEB.,41,AM WICHTIGSTEN,VIERTE STELLE,DRITTE STELLE,FUENFTE STELLE,ZWEITE STELLE,JA,STIMME GAR NICHT ZU,0.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,DIE LINKE,AN ALLEN 7 TAGEN,180.0,GUT,,,,FRAU,79.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,1188,LOWER SECONDARY,UPPER SECONDARY,500.000 UND MEHR E.,3250,VERHEIRAT.ZUSAM.LEB.,32,,,,,,NEIN,STIMME GAR NICHT ZU,105.0
TEILS TEILS,ETWAS SCHLECHTER,,,AN ALLEN 7 TAGEN,240.0,WENIGER GUT,,,,MANN,86.0,UPPER SECONDARY,NICHT ERWERBSTAETIG,1875,LOWER SECONDARY,UPPER SECONDARY,2.000  -  4.999 EINW,2625,VERHEIRAT.ZUSAM.LEB.,41,,,,,,JA,STIMME EHER NICHT ZU,127.0
GUT,ETWAS BESSER,SOZ.LEIST.WIE BISHER,DIE GRUENEN,AN ALLEN 7 TAGEN,240.0,SEHR GUT,MANCHMAL,OFT,OFT,MANN,60.0,TERTIARY EDUCATION,NICHT ERWERBSTAETIG,7000,UPPER SECONDARY,UPPER SECONDARY,20.000 - 49.999 EINW,7000,VERHEIRAT.ZUSAM.LEB.,,,DRITTE STELLE,AM WICHTIGSTEN,,ZWEITE STELLE,,STIMME GAR NICHT ZU,46.0
